date,text
2021-06-24,chalmette refining announces potential 550 mm renewable diesel projectrefiners may crude processing skids to 7month lowus oil industry lobby sets greenhouse gas disclosure guidelinesmajor turnaround completed at neste’s porvoo refineryindian refining giant unveils 10 b green energy plan
2021-06-25,sluggish jet demand to cap european crude refinery runsus refining capacity shrinks 45 as pandemic shuts plantsequinor broke regulations ahead of methanol plant fire watchdog saysoil prices soar even as consumption remains below trendworld’s first industrial dynamic green ammonia demonstration plantus supreme court backs refineries in biofuel waiver dispute
2021-06-28,no new proposals exchanged in exxon texas refinery lockoutrussian offline primary oil refining capacity revised up in julyahead of talks opec forecasts point to oil supply deficit in augustuaes adnoc to deepen crude oil term supply cut in septbaker hughes to expand carbon utilization portfolio with powertogas solutionafpm statement on scotus small refinery ruling
2021-06-29,indias reliance and adnoc join forces in chemical projectdistillate demand returned to 2019 levels earlier than gasoline and jet fuel demandus biofuel groups urge epa to curb oil refinery waivers despite rulingus epa issues warnings over caribbean refinery shutdown planfirst netzero carbon charter chain launches with neste my sustainable aviation fuelnnpc chief advances dangote refinery stake purchase warns on fuel costs
2021-06-30,us crude stocks fall again gasoline inventories upindias top refiner buys its first guyanese oilaveva and wood launch industrial solution to accelerate digital transformationtechnip energies selected for carbonneutral ammonia projectmaire tecnimont groupfersam to develop green ammonia and bioethanol projectsexxonmobil to sell global santoprene business
2021-07-01,jv to become a leader in green ethylene oxide derivativesshell plans to hang on to louisiana refineryexxon refinery operating at 60 capacitylyondellbasell acquires polypacific polymers in malaysiachart industries acquires la turbine
2021-07-02,rollsroyce partners with shell in sustainable aviation fuel pushqatar petroleum to supply china with 1 mmtpy of lng for ten yearsst paul park union approves marathons contractshell opens 10 mw hydrogen electrolyser at german refinerylhoist joins arcelormittal france ifp energies nouvelles axens and total in dinamx projectrefinery restarts hydrocracker second stageloan tied to troubled st croix refinery plunges in valueunion company meet over refinery lockoutromanian black sea refinery blast kills one injures fiveneste my renewable diesel launches in belgium
2021-07-06,opec abandons oil policy meeting after saudiuae clashecoslops to produce recycled fuel at totalenergies’ la mède platformdraft shows eu to propose aviation fuel tax in green policy pushindias fuel sales recover in junesinopec starts building carboncapture project in east chinaasian oil buyers fret over margin impact of cancelled opec meetingus fossil fuel consumption fell by 9 in 2020 the lowest level in nearly 30 years
2021-07-07,little progress seen in texas refinery lockout talksrerefinery facility to be based at oiltanking galveston county terminalsinopec launches chinas first megaton scale carbon capture projectoil rises as tighter market eyed after opec cancels meetingnew options for electrochemical sensor developmentmaire tecnimont expands footprint in india with 170 mm epcc contract
2021-07-08,totalenergies and veolia to produce nextgeneration biofuelsus crude gasoline stocks fall as fuel demand risesshell to reduce refinery portfolio by more than halflouisiana council clears tax break for pbf energys savior refinery projectrefinery closures decreased us refinery capacity during 2020
2021-07-09,basf catalysts invests in expanded capacity of mobile emissions catalystsindias june fuel demand recovers as lockdowns easechemicals giant ineos backs scottish carbon capture and storageus petroleum inventories are becoming tightmarathon galveston bay refinery restarts reformervenezuela resorts to upgraded oil blends for feeding refineriesshell to sell its german refinery stake
2021-07-12,chevron eyes permanent shutdown of pasadena texas fccsaudi oman call for continued oil cooperation between opec and alliesnorways acc to offer co2 capture and storage servicelargest eufunded research project reaches important milestonegroup collaborates to help decarbonize the industrial basin of normandy in francelowemission urea granulation thyssenkrupp fertilizer technology and abu qir fertilizers sign contract
2021-07-13,chinas cncec to build oil refinery petrochemical plant in southern iraqiea says refining throughput set to rise in july augusttroubled caribbean refinery seeks bankruptcyhoneywell uop technology will allow state government to meet regional emission standardshaldor topsoe to build catalyst plant to meet increasing demand for refining catalystsswiss becomes first commercial airline to fly with neste my sustainable aviation fuelshell proposes largescale ccs facility in alberta
2021-07-14,shell catalysts technologiessulzer chemtech extend licensing agreementsaudi to supply full contract of augloading crude to at least five asian buyerschina janjune crude imports see first h1 fall since 2013saudi uae reach compromise to unlock more oil supply
2021-07-15,opec sees world oil demand reaching prepandemic level in 2022limetree bay refinerys light bankruptcy financing raises concernssouth africas largest refinery shut down amid looting
2021-07-16,pemexs trading arm bans new business with trafiguraoil prices anticipate increase in productionindias june oil imports hit lowest in 9 monthslinde starts up new liquid hydrogen plantmega ethylene plant reaches performance guarantees
2021-07-19,transaction process commences for trinidads national refineryus leads global petroleum and natural gas productionlacc selects mcdermott for seventh heater additionrussian rouble stocks tumble as oil slides on opec output boostjanaf concludes transport and storage contracts with ina
2021-07-20,south africas sapref refinery to begin restartus bill aims to eliminate corn ethanol volume mandatedatadriven approach is key milestone for haldor topsoes engineeringchinas june diesel exports rebound amid record refinery outputexxonmobil adds first woman toptier executive with external cfo hireoil resumes drop as covid19 and supply concerns weigh
2021-07-21,northern california requires oil refiners to slash air pollutionworlds largest polyethylene integration project benefits from integrated solutionus crude stockpiles rise for first time since may as imports surgewoodside shares fall on speculation it is eyeing bhp petroleum assetsrussias sakhalin island set for carbon capture deal with japanese firmoil extends gains despite rise in us inventories
2021-07-22,iran opens oil terminal in gulf of oman to bypass strait of hormuzpbf shares tumble on new air pollution regulationrefining and petrochemicals group shifts to cleaner energyvenezuela imports condensate to boost oil blendinghoneywell inventory calculation engine selected for terminal management system
2021-07-23,jefferson energy executes terminal services contract with exxonmobilnew energy freedom refinery to produce carbonnegative fuelindia refiners june crude processing bridled by virus curbsscientists set sights on new catalyst technologyeni and the government of kenya strengthen cooperation in sustainable biofuel value chainexxon refinery workers put off decision to schedule contract offer votechina crackdown could knock crude oil import growth to 20year lowindias top refiner to fuel expansion with green powerpetrobras production roughly flat amid maintenance stoppages
2021-07-26,exxon hires more temporary workers as refinery lockout continuesexxonmobil sabic reach mechanical completion for gulf coast growth ventures derivatives
2021-07-27,exxonmobil sabic jv reaches milestoneclariant expands its capacity for emission control catalystssanctions put citgo at disadvantage to rivalssoil expects q3 refining margins to rebound on rising fuel demandneste forecasts lower profit on higher feedstock oil pricesprivate equity firm to buy idled oil refineryhowden to deliver hydrogen compression for world’s first climate neutral methanol plantbp joins the mærsk mckinney møller center for zero carbon shipping
2021-07-28,cleanup ongoing at lyondell plant after chemical leak kills twomaire tecnimont selected for two advanced polymer unitshte tests different fibrous catalyst materials for unifraxairlines petition ferc for action on fuel shortagesus oil refiners set for first profit since onset of pandemichaldor topsoe yanchang form jv and build methanol catalyst facilitytwo dead several injured in acid leak at lyondellbasell plant in texas
2021-07-29,technipfmc to sell part of its stake in technip energies nvkbr awarded multiple technology contracts by pkn orlenrefiner posts higher profit on oil demand reboundlummus and chevron lummus global selected as lead process technology providers for key plantskbc releases new version of process simulation technologyus renewable diesel capacity could increase due to upcoming projects
2021-07-30,clariant expands capacity for emission control catalysts to meet growing global demandnew biomethane refueling station opens in newark nottinghamshireindia june crude imports hit 8month low as virus dampens demandbig oil back to boom after pandemic bust aiding climate pushindias top refiner eyes 100 crude processing within a quarterworld’s largest monoethylene glycol processing modules reach mechanical completion
2021-08-02,ceo says climate plan to have huge implications for europes refinersmarathon petroleum employees participate in unique fire exerciseessar oil uk appoints new ceojiangsu sailboat petrochemical selects lupotech t technologyworker sued lyondell in may over safety at texas plant that killed twomcdermott to accelerate contributions to a lowcarbon economy
2021-08-03,oil search santos close to deal to create top 20 global oil firmhollyfrontier pipeline unit to buy sinclair oil in 26 b dealphillips 66 posts first profit in a year on fuel demand recoverydupont clean technologies increases global mecs catalyst priceslyondell says restarting polymers olefins units at la porte plant
2021-08-04,nnpc to buy 20 stake in dangotes oil refinerycaribbean refinery decommissioning will take monthschinas teapot refining hub seeks to stop crude quota tradingrefiner expects lower quarterly throughput on fuel demand worriesfacility revamp to use honeywell technology to increase propylene productiontechnip energies successfully tests proprietary burner technologyaxens sinopec zhenhai refinery chemicals complete test run of hoil unit
2021-08-05,refiner selects honeywell uop singlestage ecofining technologyexclusive growing the circular economy with science and innovationus petroleum consumption decreased to a 25year low in 2020atlas copco has acquires specialized centrifugal pump companymarathon petroleum completes test run for refinery producing 100 renewable dieselmaire tecnimont awarded petrochemical contract by kazanorgsintez
2021-08-06,mammoet completes first project using cleaner alternative fuelbasf sinopec to further expand site in chinarefiners high sulfur oil imports to rise after refinery upgradechinas gasoline jet fuel use to hit record in 2021 despite covid cloud
2021-08-09,mcdermott awarded additional epcc project for refinery expansionchinas crude oil imports rebound as state refiners return from overhaulsthyssenkrupp to perform technical study for new green hydrogen and green ammonia projectphillips 66 invests in advanced analytics software developerovernight fire extinguished at mexican refinery
2021-08-10,cargill and pttgc to build 600 mm biopolymer plantus crude output to fall less in 2021 than previously forecastadnoc to unlock new opportunities for blue ammonia in refining and petrochemicalsiraq plans to increase oil production by 2027fire put out at iranian petrochemicals planttopsoe hydroflex used in renewable diesel production at phillips 66 refinery
2021-08-11,bapco awards largest catalyst management agreement in its history to artzimbabwe agrees 13 b jv fuel pipeline with british firmoil spill in black sea much bigger than reportedkbr awarded ethylene technology contract for olefins complexus crude gasoline stockpiles dip slightlyunited steelworkers chief urges making decarbonization part of oil company labor talks
2021-08-12,featured keynote wading through the perfect storm delivering performance excellence in a digital eraprice increase for haldor topsoe’s sulfuric acid catalystsmilestone marks the startup of mega alkylation unit in chinabankrupt refinery gets 10 mm debtorinpossession funds to unwindoil majors look to make renewable fuels without costly refinery upgrades
2021-08-13,skorea chinese refiners snap up us mars cruderefiner phillips 66 weighs broader move into electric vehicle batteriesschlumberger withdraws from major oil conference amid rising covid19 casesdrivers accelerate oil demand recovery but road ahead may be bumpyeneos to restart oita refinery
2021-08-16,china refinery output falls to lowest in months as teapots cut runshydrocarbon processing announces finalists for 2021 awards programus refinery workers to press for more pay as virus roils oil firmsrefiner requests new refinery operators get covid vaccinationssaudi aramco aims to raise at least 17 b from gas pipeline
2021-08-17,hp awards 2021 best arvrai technology finalistscitgo petroleum posts first profit in seven quartersrenewable fuel companies edge out some refiners on feedstockaustralias woodside snares bhp oil gas business in 28 b mergergunmen kill seven at shell gas project site in nigeriacoronavirus flareups delay full oil demand recoveryctci beijing completes zhangzhou epc project
2021-08-18,hp awards 2021 best asset monitoring technology finalistsgrace licenses unipol pp process technology to gail indiachinas july diesel exports hit 10month low as refiners run out of export quotasus crude stockpiles fall to january 2020 lowstoyo awarded polypropylene plant project in japanchina draws again on crude oil inventories despite refinery slowdown
2021-08-19,api releases updated cybersecurity standard for pipelinesus army orders environmental review of louisiana plastics projectbhps petroleum exit shows oil and gas may follow coals path to toxic statusprivate refiner shandong qingyuan seeks funds to boost outputequinor halts oil exports from norway terminal due to demonstration
2021-08-20,chinas gcl plans ethiopian ammonia plant and hydrogen facilitiesindia to require refiners fertilizer plants to use some green hydrogenoil heads for 7 weekly slide as the delta variant spreadschina sinopec launches first phase of gulei refining complexmarathon petroleum forms jv with adm for renewable fuels feedstockvenezuelas pdvsa cedes stake in dominican oil refinery in debt swap
2021-08-23,join speakers from shell ineos reliance and american chemistry council at irpc operationsbently nevada opens remote monitoring center in singaporehp awards 2021 best automation technology finalistsoil majors launch employee covid19 vaccination mandatesfive killed in mexicos oil platform fire hammering mexico outputyokogawa signs investment and collaboration agreements with fluence analyticsadnoc signs framework agreements worth nearly 1 b
2021-08-24,us heavy oil prices rise as market braces for mexico supply hitiraq approves bp plan to spin off operations into standalone companypdvsa cedes stake in dominican oil refinery in debt swapindias july oil imports hit 1year low on refinery maintenancearamco deploys computer vision with foghorn edge aibasf to build global catalyst development center on ludwigshafen site
2021-08-25,phillips 66 refinery sale offers test of future for motor fuel suppliersus crude inventories fall as demand hits highest since march 2020session highlights alternative fuels biofuels and clean fuelspemex ceo says platform fire could have been caused by gas leakisraels paz oil to spin off lossmaking refinery businessexxon extinguishes debris fire at texas refineryphillips 66 to sell louisiana refineryexxons imperial oil outlines plan to produce plantbased renewable fuel
2021-08-26,indonesian petrochemical giant achieves sustainability milestones23rd world petroleum congress marks 100 days to goshell catalysts technologies commercializes latest generation catalystdangote oil refinery will buy at least 300000 barrels of nigerias outputindonesias b40 biodiesel plan faces new delaypetrochina aims for even split for oil gas green energies by 2035exxonmobil affiliate to produce renewable diesel
2021-08-27,hp awards 2021 best catalyst technology finalistspetrobras sells reman refinery rnest finds no buyersus epa recommends lowering 2020 biofuel mandates retroactivelysabic and chinas fjpec to build mega petrochemical complexenergy companies race to complete gulf of mexico evacuationsvenezuela sees refinery debt swap as model for future dealslimetree bay refinery could resume with minimal investmentsinopec shanghai set to complete highgrade carbon fiber project by end2022oil jumps as storm approaches gulf of mexico production hub
2021-08-30,already tight us east coast gasoline supplies face hurricane squeezepemex restores oil output suspended due to platform firecolonial pipeline halts fuel deliveriesera of leaded petrol officially oversinopec plans to spend 46 b on hydrogen energy by 2025ftc seeks to crack down on unlawful us oil and gas industry mergersidas fury hits us oil production gasoline supplies
2021-08-31,oil falls as us refineries shut washington pushes opec to pump moreus epa approves emergency fuel waivers for louisiana mississippifloods outages stall oil firms efforts to restart after idacolonial pipeline restarts main gasoline distillate lines after idalummus announces acceptance of cumene and phenol plant in chinacalumet chooses haldor topsoe for renewable diesel project in pacific northwest
2021-09-01,canada pushes to build new carbon capture hubsus epa asks court to allow it to reconsider some biofuel blending waivextensive damage from storm ida hurts oil industry recovery effortexxonmobil renewable diesel process technology to enable high yields from biofeedstocksshell finds building damage at norco louisiana refineryneste increases use of renewable electricity with new wind power agreement
2021-09-02,chevron to invest in soybean crushers to secure renewable feedstockus loans exxon refinery oil from emergency reserve in idas wakehp awards 2021 best cybersecurity programsoftware finalistsus crude stocks down product demand hits alltime recordexxon rejects proposals to end texas refinery lockoutstormhit us oil refineries must wait weeks for power waterarbor gas chooses topsoe’s technology for renewable gasoline
2021-09-03,louisiana refineries begin coming back to life after idagroup to present new sustainabilityfocused strategy early next yearus gulf coast oil industry groans under uneven ida recoverysession highlights digital transformationhp awards 2021 best digital twin technology finalistshuntsman increases polyurethane catalyst and specialty amine capacityelectrical power being restored to pbf chalmette louisiana refineryindias gasoline demand seen hitting record as covid curbs easeasia distillatesgasoil cash premiums surge to over 13month highleader calls on exxon to end texas refinery lockoutshell finds damage to crude transfer station in gulf of mexicooil rises on demand outlook gulf outagessurveillance aircraft sent to possible oil spill reported in wake of ida
2021-09-07,chevron bunge announce proposed jv to create renewable fuel feedstocksmubadala petroleum eni team up on energy transitionover 78 of oil gas production shut in us gulf after idacalumet partners with burns mcdonnell for renewable diesel projecttalos says not responsible for oil leak in us gulf of mexiconeste to strengthen renewable raw material trading and sourcingolax engineering wins major pmc contract for multibillion dollar refinery projectnextchem johnson matthey team up to commercially develop wastetomethanol technology
2021-09-08,hp awards 2021 best gas processinglng technologyrefinery cuts output faces suspension on weak demandworlds largest plant capturing carbon from air starts in icelandfirst element 21 panelists discuss h2 transportation policy and infrastructure in ussibur boosts petrochemical exports to europe as pandemic shock subsideslyondellbasell plans quick sale of houston oil refinery
2021-09-09,renewable h2 cost reduction on the path to carbon neutralityexxonmobil discloses another oil discovery offshore guyanashell declares force majeure on gulf deliveries after ida hitus crude output to decline more than expected after idaindias mrpl signs sixmonth diesel export deal with bpchevron gevo join hands to invest in sustainable aviation fuelunited honeywell launch biggest sustainable fuel agreement in aviation history
2021-09-10,us gulf coast oil refiners recovering faster than producersloading resumes at two libyan oil ports noc saysshell invests in plastic wastetochemicals technology companyexxon receives additional oil from emergency reserveshell cancels us gulf oil cargoes refiners seek alternatives
2021-09-13,eia releases plantlevel us biofuels production capacity datakinder morgan and neste partner on major renewable fuels logistics projectlummus technology launches next generation of fcc feed injectorsphillips 66 refinery faces monthslong shutdownopec sees delta variant weighing on oil demand before 2022 growthus allows eight companies to purchase spr crude oiloil at oneweek high as us supply concerns dominate
2021-09-14,session highlights process optimizationchevron triples lowcarbon investment pledges 10 b through 2028eni atlantia unit partner to develop aviation biofueltotal port arthur fcc to remain shut for repairstexas refineries steady during storm as power outages increase
2021-09-15,hp awards 2021 executive of the year finalistsnigerias dangote in talks with traders for oil refinery loanhoneywell and preem conduct commercial coprocessing trial to produce renewable fuelinvestor group sets tough climate blueprint for big oilgulf coast oil companies return to ida recovery as nicholas recedeslargest us biofuels producer pledges carbon neutrality by 2050
2021-09-16,sasol haldor topsøe expand licensing to grow sustainable synthetic fuelsregulators probe phillips 66 refinery workair liquide partners to study decarbonization of refineryrefinery weakness saw china resume storing crude just ahead of stockpile salesshell to build one of europe’s biggest biofuels facilities
2021-09-17,iraq signs initial agreement to build oil refineryenbridge fined 332 mm for failings in line 3 replacement projectaxens arol energy sign license agreement for connect’in technologychinas oil consumption seen peaking around 2026carbon capture and storage gains industry supportirans petrochemical fuel sales boom as sanctions hit crude exportsgrace licenses process technology to gail limited
2021-09-20,eni clg announce partnership for complete suite of residue hydrocracking technologiesmarathon confirms refinery power loss due to quakenigeria to incorporate stateoil firm nnpc board appointedoil giant shell sets sights on sustainable aviation fuel takeoffbp gambles big on fast transition from oil to renewables
2021-09-21,electric vehicles may cut global refining capacity demand by halfsabic exxonmobil jv prepares for initial startupchinas plunging diesel exports a boost to asian refinersmeglobal americas plans for 100 renewable electricity at oyster creek site
2021-09-22,technip energies partners with npcc to advance energy transitionbiden administration mulls big cuts to biofuel mandates in win for oil industryineos to switch petrochemical plant to hydrogen in pursuit of net zerosinopec cosco shipping china eastern certify first carbonneutral oil cargokuwait completes refining expansion to produce less polluting fuelus crude stockpiles fall to lowest in 3 years gasoline buildslummus selected for advanced environmentallyfriendly dpc facility
2021-09-23,hp awards 2021 best health safety or environmental contribution finalistslytt baker hughes to accelerate digital transformation of oil and gas operationshoneywell and wood partner in producing carbonneutral aviation fuelfuel refiners petrochemical manufacturers urge democrats to stand strong reject new taxesdorf ketal tribonds chemical form new jv
2021-09-24,us epa weighs regulation of chemical recyclingindia refiners august crude processing lowest in 10 monthsindia state refiners to buy more light crude to boost gasoline outputasia distillatesgasoil cracks post second straight weekly jumpsouth africas sasol to reduce carbon emissions by 30 to 2030us oil refiners pick iraqi canadian crudes to replace storm lossessibur and taif finalize terms of merger
2021-09-27,regulators confirm commencement of construction of davis refineryappec indias nayara energy hopes to operate refinery at 100 in 2021south africas petroleum industry warns refinery fleet could become obsoleteaxens to support refinery upgrading projectintroduction of more efficient catalysts for isopropyl alcohol producersproducer eyes purchase of shut louisiana refinery
2021-09-28,hp awards 2021 best instrument technology finalistsshell eyes midoct for norco louisiana refinerys posthurricane restartmaire tecnimont awarded 200 mm euro epc contractsaudi arabias siig and petrochem plan merger through share exchangebritain strikes tax deal with oil refiner essar as fuel panic persistsgroup signs for 12 b asugasificationpower jv in jazan saudi arabiamaire tecnimont group reaches agreement for the development of a green ammonia plant
2021-09-29,shell and basf to collaborate on ccs technologycarboline launches carbonext initiative aimed at young corrosion professionalsus crude fuel stockpiles rise as production returnsneste expects aviation biofuel demand to top 12 mmt in 2030westlake chemical plant explosion injuries fivemalaysias petronas hopes to restart pengerang refinery by yearendglobal oil demand seen reaching prepandemic levels by early 2022shell qualifies basf sorbead adsorption technology for carbon capture and storage applicationstotalenergies expects rise in use of renewable energy in futurecaribbean refiner wins right to sell stake in oil terminal parent in blow to pdvsaneste announces new partnership to provide saf to tripactions group customers
2021-09-30,iranian condensate to help pdvsa boost crude output at key projectsmongstad refinery output unaffected by leakexxon offers new proposal to lockedout texas refinery workersaccelerating electrification with the “cracker of the future” consortium
2021-10-01,russias idle primary oil refining capacity estimate revised up 9phillips 66 to cut 30 ghg by 2030global energy shortage or a coincidence of regional crisesvalmet to rebuild pretreatment system for biorefinerybrazils petrobras ends talks to sell refap refinery in divestiture plan
2021-10-04,neste to sell its base oils business to chevronsiemens powertokerosene project begins operationscrane for confined spaces delivers lift at complex refinery sitegreenpeace blockades shell refinery in rotterdam portsiemens and technip announce joint development of decarbonized rotating olefins cracker technologyinvestigators probing cause of major california offshore oil spillbp invests 270 mm to expand renewable diesel production at cherry point refinery
2021-10-05,knpc increases cybersecurity protection with matrox extio 3welcome to the 2021 afpm summit recovery and resilience—transforming for the futureswri helps develop cleaner burning clean fuelscanada invokes 1977 pipeline treaty with uslummus announces twin heater award from kinef in russiaa change in china’s tax policy is affecting asias petroleum product tradeindia targets alternate fuels evs in clean transport pushworlds largest miners pledge net zero carbon emissions by 2050totalenergies says feyzin refinery hit by fire deliveries to continuefuel shortages could the uk switch to e10 petrol be the underlying causehigh carbon tax could erode up to 60 of asia’s refining earnings
2021-10-06,crews containing crude oil gushing out of tank at marathon refineryoil prices soar as opec sticks to gradual output planbasf introduces new fcc additiveexxonmobil increases participation in scotland carbon capture and storage projectvietnams pv power picks banks to facilitate 14 b lng project loansjera ihi start cofiring ammonia at coal power plantbrazil house will vote on fuel tax proposal next weekindonesia conducts test flight using jet fuel mixed with palm oildow announces plan to build worlds first netzero carbon emissions ethylene and derivatives complex
2021-10-07,shell flags 400 million hurricane hit but boost from soaring pricessandvik wins first contract for renewable diesel plantalbemarle introduces action™ catalyst technologyeia projects nearly 50 increase in world energy use by 2050clariant and linde engineering unveil new catalystssamrukkazyna and kazmunaygas agree on terms for petrochemical projects
2021-10-08,pkn orlen exploring polymer production using co2 says executivebrazils petrobras to raise gasoline and cooking gas prices amid inflation concernstotal port arthur texas refinery to restart fccu next weekeneos to buy japan renewable energy for 18 billionasia distillatesgasoil on the riseus summer gasoline exports reach new highsneste expands availability of its renewable diesel
2021-10-11,companies scramble to cut carbon emissionsneom jv to secure billions in financing in early 2022rebranded qatar energy touts broad strategy no plans to sell assetschinese energy futures skyrocket amid global oil gains domestic power crunchemersons software units aspentech to merge in 11b dealcorporate business travel carbon budgets loom for airlinescrude jumps to multiyear highs on global energy crunchexxonmobil to build its first largescale plastic waste advanced recycling facilityvietnams dung quat refinery back to full operations
2021-10-12,trafigura to invest in largescale ammonia productionasia crude oil imports stay softsaudi arabia to ask foreign energy companies to up domestic input to 70dow and haldor topsoe partner to promote the circular economynova energies to develop carbon capture solutions for zapsibneftekhim plantaramco awards service contract for the ras tanura refinery
2021-10-13,russia striving to be carbon neutral no later than 2060life cycle assessment shows neste re renewable hydrocarbons cut carbon footprint by more than 85key considerations for design and operation of a renewable diesel unitbusiness aviation industry commits to netzero carbon emissions by 2050white house asks us oilandgas companies to help lower fuel costsindias september fuel demand steady rising oil prices cloud outlookglobal carbon capture projects surge 50 in 9 monthsexxonmobil to increase metallocene highviscosity synthetic basestock production capacityopec trims 2021 demand forecast
2021-10-14,air products to develop 45b clean energy complexlyondellbasell to reduce air pollution at six us chemical sitesoil prices trim gains after big build in us stocksgasoil drives asian refinery margins back to precovid levelstopsoe puts demonstration plant into operation for production of sustainable methanol from biogasnew clariant polymeric emulsifiers support waterresistant leachresistant acrylic paintssibur leading chemical companies the world economic forum in pact for netzero collaboration platformgevo and axens partner on ethanoltojet technology
2021-10-15,shelltechnip energies test latest cansolv co2 capture technologyclariant completes first commercial sunliquid plantoil prices scale 85 a barrel on back of supply deficiteni develops new biojet fuelasia distillatesjet crack nudges lower but still near multimonth highschinas rongsheng buys first condensate cargoes for dec deliveryrenewables will account for most global generation increasesuk refiner essar oil plans 1 billion lowcarbon hydrogen plantsgasoil pushes asian refinery margins back to precovid levelschina cuts independent refinery oil import quotas for first time since 2015
2021-10-18,cui the lurking danger inside your facility and your key to fighting itoil prices ease off highs as us factory data weighs on marketworkers injured in kuwait refinery fire output unaffectedus refiners set for higher earnings on fuel demand strengthmitsubishi to spend 175 b by 2030 to drive decarbonizationaustralia must commit to carbon cuts to keep green energy advantagehaldor topsoe to deliver blue ammonia technology for air products’ clean energy complexneste and hesburger collaborate to produce renewable diesel
2021-10-19,shell selects worley for a major lowcarbon fuels projectroxtec selects sustainable marine fuelsaxens celebrates the 10th anniversary of axsorb® and axtrap™clariant and china’s national congress on catalysis solidify partnership to support catalytic researcheast coast cluster selected as one of the uk’s first two ccs projectsneste collaborates to introduce sustainable aviation fuelchevron lummus global introduces renewable fuel technologytechnip and tüv rheinland partner to expand project management consultancy servicesamazon among companies committed to using zerocarbon shipping fuels by 2040
2021-10-20,global oil refiners crank up output as margins recover to precovid levelsthailand to extend cap on diesel prices to help consumersrio tinto announces 75 b spend to halve carbon emissions by 2030exxon board debates dropping several major oil and gas projectscri plant to recycle 150000 tons of co2 to make solar panel materialscri and jm collaborate to support sustainable methanolneste and ravago plan to build a facility for chemical recycling
2021-10-21,us slows down oil and gas mergersclariant and lummus expand catofin® footprint with india’s first pdh plant23rd wpc welcomes alex epstein and robert brycenextchem and acciaierie d’italia agree on a feasibility study to decarbonize taranto steel plantthai ptt global chemical plans 22 b investment by 2050 to decarbonizeexxonmobil plans to increase ccs at labarge wyoming facilitypetrobras posts mixed thirdquarter production figuresolin to shut down additional chlor alkali capacitydupont clean technologies increases catalyst prices
2021-10-22,indian refiners september crude processing ticks upshell expects idahit offshore facility to restart in novembercanada oil producers grapple with trudeaus demand for faster emissions cutsguyana could revive talks with india on crude oil suppliesbraskem unit in mexico to go ahead with ethane terminalpetrobras reaches 99 mln royalties deal over refineryvalero refineries to run up to 92 capacity in q4 2021japan aims for up to 38 of energy to come from renewables by 2030siemens transfers joint venture stake to voithchinas cnooc makes rare diesel imports trading sources saymammoet supports complex facility upgrade
2021-10-25,clough acquires jj white incorporatedcitgo boards in lastditch talks with washingtonrussias novak expects opec to up oil output by 400000 bpd in novembersaudi sabic targets carbon neutrality by 2050brazilian president considering the privatization of petrobrasexplosion at illegal refinery in nigeriaoil prices extend gains to multiyear highs on tight supplylinde starts up new capacity in kuchingexxon working on ccs projects across asia
2021-10-26,indorama ventures celebrates a decade of pet recycling and carbon reduction milestonesnippon yusen and partners to develop ammoniafueled vesselsshell to grow companyowned retail sites in the usjiobp launches its first mobility stationaxens and sumitomo chemical develop the first wastebased polyolefin productioneia projects global conventional vehicle fleet will peak in 2038clean energy partnership formed between adnoc and ewecpvs chemicals belgium develops new mecs® converter
2021-10-27,a strategic approach to downstream megaprojectshess corp expects 1 mm bpd output from guyana by 2027us demand for oil surges depleting tanks in oklahomachina issues plan to hit carbon emission peak before 2030nuberg epc wins two sulphuric acid plant projectsdupont sustainable solutions unveils learning management systemphillips 66 to acquire phillips 66 partnersclariant air liquide present megazone™endresshauser inaugurates its houston campus
2021-10-28,baker hughes augury to add machine health capability to bh asset performance portfolioexecutive says exxon will be focused on hydrocarbons for a long timehead of rosneft warns against hasty switch to renewableskp engineering enters into agreement with omni conversion technologiesjgc and cosmo oil to use honeywell technology for aviation fuel project50 years of basf’s gas treatment in industrial scalemaire tecnimont and rosneft to implement a project at the ryazan refinery
2021-10-29,brazils greenhouse gas emissions rose 95 in 2020 with amazon deforestationsaudi arabias sabic to invest at teesside plant in northeast englandshell norco louisiana refinery to restart crude gasoline diesel unitsbelarusian refineries lose 80 mln due to eu sanctionsmexicos pemex back in red needs to lower dos bocas refinery costeni stepping up spinoff plans to fund energy transitionhooked on coal for power japan aims for ammonia fixwinter chill set to keep oil prices near 80 a barrel
2021-11-01,emerson to provide automation technology for plastics recycling plantschneider releases key report on climate changekuwait iraq back opec oil supply rise plan despite calls for moreproposed us carbon capture credit hike cheers industry worries greenschina taps oil reserve refiners ramp up output to stave off diesel shortagebritain drafts cop26 deal on global aviation emissionschinas stateowned companies struggle to align climate rhetoric with reality
2021-11-02,marathon warns natgas rally may hurt profitsvenezuelas oil exports bounce to over 700000 bpd in octoberasia is buying more middle east crudes as price advantage widenshoneywell introduces plastics recycling technologychina independent refiners hub closes small plants in industry upgradeexxonmobil pertamina to evaluate ccs and hydrogen in indonesiaaxens to provide dehydration unit for co2 sequestration in qatar
2021-11-03,rollsroyce showcases mtu fuel cell system at cop26bbva sets intermediate targets to decarbonize its portfoliocarbonintel pembina pipeline looks to work with rival for cc plansconocophillips profit powered by crude price rallycvr energy moves forward with renewable fuel plansendresshauser isa to offer extended training servicescarbonintel fuelcell energy exxonmobil extend agreement for cc technologytechnip announces successful launch of carbios industrial demonstration plant
